"X165";"X1";"X178";"X163";"X105";"X47";"X161";"X2";"X14";"X170";"X103";"X98";"X81";"X162";"X164";"X151";"X83";"X152";"X149";"X159";"X101";"y"
-132;-63;-39;-168;79;-45;-165;-72;-151;-75;79;17;-63;-150;-139;-92;-1;-67;-87;-99;61;"3"
630;1187;-354;900;1084;-685;1122;983;494;293;776;-624;-301;1025;767;-945;-263;-1001;-460;1120;125;"1"
7;-46;-10;145;-62;17;170;-8;-171;-306;-50;53;-83;169;94;-121;-108;-137;-33;121;5;"4"
145;-32;-14;76;117;36;-22;-30;31;72;82;-39;-14;20;120;76;-25;54;68;-47;16;"4"
41;-4;-1;43;-46;-18;48;-18;-25;10;-41;-32;-35;45;40;3;-35;4;1;39;-35;"2"
73;2;41;89;49;70;81;9;57;66;35;-1;-3;90;85;22;13;16;32;44;24;"3"
84;64;30;71;32;30;41;57;15;67;43;66;9;58;78;4;-3;0;1;18;50;"2"
-28;56;-142;-12;-84;-31;-25;49;-206;-39;-62;-86;-21;-5;-14;-21;-28;-16;-49;7;-59;"3"
-81;7;-33;-74;-47;-26;-31;-31;-15;22;63;-13;-62;-71;-79;39;-53;35;76;50;112;"4"
59;-15;-10;43;-117;-67;77;-6;-21;64;-100;-112;-81;54;39;171;-83;155;169;107;-92;"3"
-56;-73;-78;-49;-100;-54;-31;-55;-84;-84;-99;-85;-16;-44;-58;-17;-18;-12;-25;-28;-80;"2"
32;5;-120;-144;68;-35;-250;12;-110;274;-2;-188;0;-213;-55;144;-84;187;27;-217;-105;"4"
-82;-14;-6;-105;-22;-91;-132;-28;-77;-60;-24;-16;-63;-116;-92;-27;-83;-44;-1;-153;-24;"5"
-206;79;-151;-214;-33;-31;-66;49;-192;-49;-53;21;78;-158;-217;-179;-4;-222;-89;124;-69;"1"
14;16;-67;-3;31;24;-78;45;0;14;32;24;-17;-48;14;41;-5;15;73;-43;24;"5"
-56;41;-115;-48;21;17;-56;55;0;-34;-3;-29;0;-50;-62;-11;-9;-23;51;-5;-71;"4"
421;-126;151;491;39;38;554;-105;-40;287;35;51;42;526;460;1277;51;1111;1644;622;31;"2"
12;25;55;21;-57;42;21;36;-5;49;-47;-43;0;18;11;3;15;11;-19;27;-39;"5"
-17;61;42;-52;19;68;-111;58;65;35;15;26;-30;-74;-34;20;-19;45;-14;-163;44;"4"
-31;-13;34;-13;-96;10;1;-14;-9;-30;-108;-102;8;-13;-23;0;2;6;-32;5;-123;"3"
-169;372;-176;-157;118;-155;-136;421;218;-182;-9;-404;-270;-146;-162;-5;-262;-22;30;-110;-117;"1"
56;98;-45;58;8;-24;36;99;-7;33;40;-30;-24;52;68;-35;-19;-12;-56;18;0;"5"
-397;-18;-201;-391;-40;-73;-231;-55;-165;-10;-156;-359;113;-309;-416;1125;-1;1624;-167;-248;-297;"1"
434;191;-175;415;-274;-275;263;328;35;146;-182;-51;-418;355;435;-110;-236;-135;-71;-57;-117;"1"
-28;50;-25;-17;62;37;-24;76;-37;24;66;24;-4;-21;-20;-13;-11;-21;-7;-6;46;"2"
156;-175;57;163;-102;133;151;-182;64;-68;-86;-59;-14;151;159;82;-25;130;28;190;-69;"1"
-12;19;-87;4;-129;61;-20;29;30;-40;-100;94;12;4;0;-48;49;-44;-75;-72;-36;"5"
89;-44;161;117;8;-1;113;-11;59;55;13;12;-10;113;112;16;4;10;54;76;17;"5"
-8;85;18;-10;68;22;-8;82;42;8;52;23;0;-7;-6;20;-15;24;11;-6;39;"2"
73;-20;-53;79;17;-8;28;-26;-26;0;84;-20;-84;61;80;-32;-53;-21;-57;-8;83;"5"
14;-98;12;-70;-71;15;-135;-94;-64;-157;-42;-59;-52;-104;-30;-99;-39;-104;-120;-154;-46;"4"
-88;-143;-96;-99;-73;-43;-102;-159;-39;-130;-55;-82;-30;-104;-95;-67;-25;-80;-64;-92;-48;"4"
-33;-54;-39;-46;-33;-2;-34;-38;-48;-45;-19;-24;-46;-42;-32;3;-45;-14;4;-39;-10;"5"
-22;-36;4;-43;46;19;-7;-56;-29;26;38;57;120;-38;-38;-29;123;-21;0;53;42;"5"
22;25;27;32;-13;46;27;36;43;18;2;33;3;30;28;1;24;8;-10;25;11;"2"
32;22;-22;34;51;36;9;19;50;-1;46;28;36;25;41;3;53;12;-1;-12;37;"3"
23;-9;-82;-49;41;11;-33;-8;50;59;61;-22;32;-47;-20;96;-13;133;1;5;62;"5"
5;-11;-53;10;-53;-47;27;-18;1;-5;-49;-14;-8;21;6;23;11;25;21;48;-36;"2"
61;3;14;62;67;68;58;-1;18;65;66;35;51;61;62;78;42;81;71;41;57;"3"
-9;29;19;7;-8;40;25;23;6;7;-15;-46;-31;16;-6;3;-46;13;6;27;-27;"2"
30;-91;-19;-2;5;-13;-21;-109;-4;-71;23;39;-65;-14;20;35;-38;31;8;-33;43;"5"
0;-160;-75;30;113;196;82;-158;-255;-66;130;161;162;65;10;-21;156;-2;-43;92;159;"2"
5;-47;-147;-40;34;13;-111;-53;24;-3;73;-76;-278;-72;-9;10;-333;5;-8;-138;19;"1"
8;50;20;26;-14;11;-3;72;46;93;2;56;-54;5;21;17;-30;-7;22;28;47;"5"
43;44;4;20;70;47;-7;47;24;36;48;-7;-22;6;30;26;-41;32;26;-8;31;"2"
7;50;-43;26;39;22;37;48;22;-37;75;64;91;41;19;17;88;11;23;23;87;"2"
-72;26;-99;-13;11;-52;-8;26;-27;-86;26;-14;-49;-5;-45;-23;-42;-52;42;-28;-4;"5"
-48;31;-32;-11;-31;-26;-21;32;53;8;-26;-30;20;-11;-36;-38;13;-16;-20;-39;11;"5"
17;-24;27;12;42;44;1;-9;-3;51;-23;106;66;0;16;48;93;38;31;48;-35;"5"
-478;-255;-10;-487;360;-398;-479;-203;58;84;406;-55;-934;-463;-508;-35;-1466;-95;180;-561;329;"1"
88;-6;93;95;-109;-95;100;-3;-54;94;-89;-9;-12;98;92;75;-5;80;57;107;-59;"2"
-201;-5;-68;-160;111;-169;-95;16;-77;-14;-8;-211;-126;-126;-180;-168;-90;-109;-235;-30;-105;"4"
-231;-250;1209;-233;2;-338;-236;-330;-243;-721;194;165;-204;-241;-223;280;-6;210;333;-200;336;"1"
-153;-114;-62;-125;-38;-76;-128;-116;-109;-94;-37;-40;-21;-137;-129;-90;-17;-80;-51;-152;-25;"3"
-158;-182;-165;-177;1;-176;-181;-181;-181;-144;2;-87;277;-182;-174;-149;177;-137;-153;-167;-21;"2"
38;39;109;11;4;-58;5;34;-3;72;4;-22;-140;18;21;-46;-141;-44;-53;10;-35;"3"
60;-150;42;10;140;262;-26;-101;96;334;97;-3;-33;-16;25;-68;-139;-72;-31;-47;-23;"1"
364;-135;-662;325;362;-1488;239;156;-166;515;314;139;158;282;353;-94;136;-69;-99;154;246;"1"
-20;48;-68;0;-51;21;42;49;-15;-40;-61;-65;-11;23;-17;-4;-14;-7;7;38;-59;"2"
152;57;149;148;77;56;98;60;34;50;46;36;-23;119;156;73;17;99;47;66;49;"4"
-59;4;-33;-91;59;-66;-102;-2;-33;-59;65;23;23;-104;-71;15;90;-11;32;-81;28;"3"
-20;-155;-90;-44;-19;-221;-128;-116;-126;34;-48;-216;-166;-87;-20;-20;-83;3;-23;-95;-75;"4"
-788;78;-53;-627;-530;-789;-146;136;381;-150;-395;214;-298;-359;-824;71;-227;-28;274;48;-167;"1"
71;46;63;57;-11;-37;12;54;-78;4;4;72;101;31;76;71;56;80;23;35;11;"4"
-9;56;65;8;-36;-1;71;55;-35;-56;1;62;54;38;-14;92;-4;73;109;107;32;"4"
-160;-12;-226;-87;-2;-49;-29;-54;-64;15;-55;-95;-25;-52;-133;-113;23;-114;-86;7;-97;"4"
48;49;-86;43;39;-20;8;39;-36;-42;40;-43;-28;31;50;-69;-31;-84;-58;-28;5;"4"
47;-21;11;10;-56;29;-12;-18;14;6;-57;-39;-71;2;33;-55;-62;-61;-36;-29;-43;"5"
13;15;34;-12;44;44;5;11;122;1;15;-22;4;-9;-3;24;18;18;9;21;8;"2"
63;47;14;58;-13;13;46;43;-19;4;-3;1;2;54;64;20;17;20;30;28;12;"3"
-20;101;-121;-17;-138;-158;-26;111;70;-62;-141;-239;-193;-26;-33;55;-187;48;95;-21;-182;"4"
-12;-25;-8;-21;-6;-7;-25;-33;-28;-1;-10;-39;21;-26;-20;-9;17;-13;-8;-24;-25;"3"
18;-10;48;15;54;22;-15;-9;-113;-31;53;7;228;0;20;-31;174;-32;-12;-34;47;"2"
43;49;5;-45;64;-11;-55;57;31;-27;104;13;-33;-59;-2;15;-36;9;14;-12;93;"4"
66;23;32;79;-28;7;74;16;-1;9;-1;40;2;92;74;20;6;18;26;-17;28;"4"
-45;-94;-124;-82;-74;-66;-105;-106;-28;-30;-113;-125;-47;-92;-65;-30;-103;-13;-62;-103;-151;"4"
-50;-145;-83;-47;-72;-42;-51;-153;-200;-57;-79;-80;176;-50;-51;-41;156;-38;-39;-41;-82;"2"
111;56;-24;-28;34;-60;-146;41;66;-49;8;-95;-131;-87;43;233;-45;214;126;-235;-11;"4"
-40;5;-85;0;-27;35;39;21;-79;-41;-18;38;-21;33;-25;41;-37;61;19;31;-24;"2"
-61;-50;5;-61;-74;18;-43;-61;-35;-10;-65;-65;-23;-53;-65;-82;-29;-87;-73;-47;-62;"3"
-37;33;12;-40;8;-3;-42;39;16;-4;-3;21;4;-47;-33;-25;17;-17;-41;-14;-17;"5"
7;50;-27;19;24;54;18;63;28;42;31;41;53;22;6;23;37;37;-10;42;33;"5"
7;25;22;-8;-55;-16;-15;26;-4;12;-53;-49;-40;-7;-1;37;-29;37;26;-11;-49;"2"
-49;-7;57;-101;-85;-13;-60;-24;41;-15;-34;-31;-8;-82;-91;66;-41;62;18;-12;-5;"4"
3;-56;-96;17;-24;-90;-20;-50;-91;-72;-24;17;-15;-7;33;-94;-56;-76;-100;-22;-12;"5"
33;0;9;41;-2;-28;19;26;-24;-21;-2;-34;-29;40;40;-28;-49;-47;-3;-9;-4;"5"
-25;-77;-75;-35;12;106;-43;-65;59;14;4;-26;-58;-44;-24;-18;-61;-26;-35;-30;-8;"3"
229;12;130;-31;33;281;-85;210;-114;179;417;862;-300;-61;64;-156;-262;-164;-89;-108;836;"1"
-49;-9;-27;-71;40;-2;-19;-31;101;92;64;-10;23;-53;-70;25;45;-4;74;33;42;"5"
8;-19;91;-62;96;79;-30;-8;-36;-38;108;37;103;-64;-31;-19;114;-7;-32;7;83;"4"
-15;47;28;-8;-86;-58;-36;20;43;23;-88;97;35;-35;4;-14;19;-6;-38;-27;13;"4"
-125;5;-14;-98;0;-110;-32;-4;-27;-13;53;-38;23;-61;-121;-103;26;-43;-185;11;1;"4"
-29;-31;26;-17;72;-61;14;-37;-72;1;66;43;9;1;-31;10;32;15;23;37;41;"3"
101;51;12;65;40;94;18;61;12;52;38;52;-17;41;88;-19;44;-22;-20;-17;41;"3"
-51;249;-113;-35;357;-164;-25;250;141;-88;536;184;-294;-32;-43;32;-344;29;45;-11;343;"1"
269;-46;287;251;369;261;218;-85;64;298;363;325;121;237;258;90;144;92;72;186;350;"1"
6;-56;-35;74;-113;-91;-6;-55;42;-149;-204;17;-57;41;66;-21;37;-4;-68;-56;-149;"4"
-10;187;16;-17;96;-50;-2;178;88;57;68;45;-75;-12;-19;2;-11;-3;39;48;58;"2"
50;-44;24;53;63;-11;29;-24;-13;25;75;3;13;43;54;-9;15;-5;8;2;18;"5"
-14;-5;-68;7;8;15;19;1;-38;6;-13;-24;-1;21;-12;22;-24;34;25;9;-48;"5"
-160;-209;-267;-138;-173;120;-115;-226;-336;-204;-195;-162;62;-126;-146;-13;-3;-26;20;-106;-184;"1"
44;0;30;31;6;4;25;-12;-42;35;26;12;8;25;38;-2;19;-9;34;19;33;"5"
-19;40;-59;-25;3;65;-22;36;23;-11;13;25;15;-25;-23;-5;30;-6;0;-10;25;"3"
19;46;77;37;142;61;-23;47;-87;105;172;0;5;2;30;-175;-29;-166;-176;-22;197;"4"
-56;-42;-26;-54;-82;-34;-36;-32;-13;-64;-85;-89;11;-42;-59;-123;37;-116;-129;-27;-78;"3"
18;122;-45;29;-78;175;25;98;56;-23;-102;-114;-81;27;33;-92;-92;-92;-89;-39;-131;"2"
-32;180;-53;-30;30;-172;-38;152;-13;-25;47;16;145;-33;-14;-3;122;-24;44;-20;59;"3"
-5;11;-7;-1;-44;-37;-35;-1;46;-25;-30;25;11;-27;5;2;46;8;-15;-10;14;"5"
-35;-230;-25;-27;-100;-167;-46;-245;-283;-59;-106;-105;-126;-35;-29;24;-134;20;19;-63;-117;"2"
-60;-80;25;-102;53;-34;-127;-82;-45;-17;67;50;-127;-119;-80;-45;-151;-68;-10;-135;72;"3"
-25;28;28;-39;35;36;-32;24;-18;26;34;-1;-19;-40;-34;21;-13;23;28;-15;31;"3"
-184;-746;-489;-73;-61;59;153;-847;335;-318;190;810;-248;21;-141;146;-238;555;-677;433;468;"1"
-259;-232;-372;-143;-362;63;28;-242;947;-342;-363;-353;982;-57;-201;463;875;806;-203;267;-364;"1"
578;-991;51;573;397;-25;672;-1057;480;-12;554;-698;-147;590;582;401;300;490;-38;846;-271;"1"
-8;-14;-21;39;-43;52;30;-19;7;-55;-50;-4;-60;38;17;26;-22;11;33;27;-71;"4"
-35;-21;-32;-40;-41;-74;-49;-20;-52;-40;-41;-44;-101;-46;-36;-6;-87;-12;-9;-42;-39;"3"
-12;49;-43;-25;44;-57;-27;25;0;-77;9;-28;7;-22;-21;-33;-20;-29;-39;-14;-63;"5"
-6;36;-37;-3;14;-17;-12;30;-9;-17;-9;-19;-68;-5;-7;-77;-65;-65;-106;-13;-14;"2"
43;4;-6;13;121;-28;-34;10;-50;-28;111;-28;96;-2;36;69;-12;48;3;-30;84;"5"
-140;-160;296;-132;644;-674;-145;-229;384;-278;528;-565;-91;-135;-135;-43;-37;-37;-106;-157;165;"1"
13;-132;-123;-5;-76;32;2;-154;-149;87;-95;-119;-9;7;-5;-82;-37;-119;-45;-32;-81;"3"
-26;-75;23;2;-66;-44;43;-59;-58;46;-32;-13;-87;28;-13;-81;-99;-65;-83;32;0;"5"
501;349;-26;462;66;-253;221;270;43;251;123;445;116;393;498;-87;-14;-172;-17;-271;263;"1"
-85;-7;28;-61;20;-30;-13;-14;-92;-100;27;-53;-8;-40;-74;-87;25;-57;-111;43;9;"4"
12;69;28;34;29;-18;20;74;81;-14;-4;-84;40;18;20;3;73;-3;13;-2;-50;"2"
-151;-139;-107;-211;-36;133;-174;-152;-3;117;12;86;98;-196;-195;12;85;23;-18;-33;81;"4"
-93;32;72;-236;-472;-376;-383;6;-176;141;-148;543;-44;-325;-159;117;38;203;72;-201;274;"1"
-44;40;-2;-43;-124;45;-74;54;-54;-35;-88;-14;-1;-55;-42;-26;6;-4;-59;-81;-54;"2"
-68;-202;14;-342;-328;2;-409;-255;363;293;-277;-61;-491;-402;-217;117;-327;56;222;-366;-217;"1"
73;-142;5;-22;92;-168;-153;-152;-66;-20;110;-110;-142;-90;30;100;-71;99;77;-244;68;"4"
61;135;-569;85;-635;-450;111;134;155;-98;-495;12;162;96;74;143;159;144;147;128;-218;"1"
-16;-7;-122;-11;29;5;-25;-44;-2;-84;11;-2;14;-24;-8;23;18;37;-12;33;35;"5"
-46;-188;-58;-54;2;-3;-58;-178;52;-84;-10;-25;42;-61;-46;-51;23;-45;-51;-37;-21;"3"
5;-23;-38;39;-27;-103;63;-16;48;-48;-21;41;-157;51;26;30;-100;27;26;71;-7;"3"
19;-33;46;4;29;13;11;-30;2;23;-2;12;20;-2;9;57;43;52;34;21;12;"5"
-92;37;-50;-155;-21;-23;-135;39;126;0;50;36;11;-151;-135;-95;40;-51;-167;-46;37;"4"
-37;30;-35;-21;158;93;-52;41;41;22;45;-100;-84;-32;-24;37;-32;77;-46;-43;-119;"4"
150;46;-309;240;-225;-177;120;17;-1084;-495;-1047;-356;159;151;250;213;272;205;217;124;-1495;"1"
70;45;77;71;117;33;57;61;23;121;73;3;21;69;68;0;13;-14;58;28;21;"4"
-36;-92;17;-3;-142;-149;35;-63;-138;-98;-103;-34;-77;21;-22;-13;-40;-73;60;10;-71;"4"
-83;-40;-13;73;11;53;87;-38;60;-75;14;-41;-16;102;-12;-70;3;-62;-76;22;16;"5"
-43;-70;-21;-10;-25;0;36;-80;-52;-122;-22;40;-51;20;-29;91;-39;105;36;63;15;"3"
-188;-359;158;-262;-137;-261;-332;-379;-450;91;-219;-241;312;-308;-222;-99;305;-114;-23;-341;-264;"1"
-9;3;-11;-23;-36;-12;10;-11;33;24;-44;-28;5;-16;-27;-43;-13;-48;-21;19;-77;"5"
119;-32;53;138;19;-28;152;-42;-55;105;33;68;-38;143;128;262;-18;246;300;169;50;"2"
53;53;21;58;-37;61;59;56;53;26;-31;-13;4;59;59;64;-1;61;66;58;-28;"2"
-26;-229;-26;-23;-23;23;-42;-220;-86;-14;-26;-55;-62;-29;-26;2;-48;-2;21;-43;-41;"3"
-143;127;-62;-146;-53;-43;-142;141;41;-132;-58;-86;3;-146;-145;-53;4;-55;-41;-115;-62;"3"
-41;-121;-33;-82;-45;-29;-85;-135;31;19;-114;-116;97;-92;-52;14;108;34;0;5;-125;"4"
76;-15;83;81;-65;-39;69;-29;-44;6;-10;1;19;81;87;87;50;73;80;43;37;"5"
68;-49;90;89;38;63;106;-84;19;75;-7;44;91;99;75;-60;39;-28;-60;113;53;"4"
-19;0;33;-50;-24;-6;-61;13;40;-1;-34;-34;11;-55;-36;8;-25;11;-4;-47;-36;"5"
58;-5;73;54;21;98;32;2;49;55;2;-26;44;41;58;90;50;94;61;23;-11;"3"
22;-20;-23;-17;28;29;-6;-17;41;-39;-8;29;15;-17;-2;-47;34;-56;-25;28;-12;"5"
-390;-234;-299;-106;597;-400;187;-309;-303;-397;863;336;571;45;-253;459;408;481;261;490;901;"1"
56;9;13;57;-45;-38;55;10;-32;36;-50;-50;37;56;58;34;20;35;30;61;-57;"2"
2;-6;-17;-6;20;-36;24;0;61;-82;13;-26;-24;16;-10;34;-37;37;-11;22;12;"4"
-1;-22;14;10;-4;-10;15;-22;-102;8;14;6;35;12;3;5;67;-4;11;-2;18;"3"
16;-10;-69;-24;-9;38;-35;-12;1;69;-36;39;39;-32;-5;46;22;40;27;-24;-7;"4"
-26;-24;-51;-15;-57;-23;3;7;-71;14;-49;-45;-84;-1;-23;-1;-94;10;-60;-4;-68;"4"
-5;2;39;-19;-82;78;-48;0;-71;-3;-89;-129;-47;-23;-9;24;-43;24;25;-64;-98;"2"
-421;-112;-82;71;90;57;254;-106;-741;-154;76;131;33;183;-150;-253;123;-220;-294;59;64;"1"
-128;41;26;-137;92;-126;-124;31;-81;-106;119;169;74;-135;-133;-89;72;-96;-77;-106;155;"2"
-52;84;-79;-35;-10;17;-33;78;28;-77;-21;-17;-17;-30;-36;-68;-21;-76;-64;-46;-31;"3"
33;-56;12;31;27;7;-10;-39;35;-8;-14;54;-25;12;28;52;-11;92;37;2;-22;"4"
672;-898;7;838;727;90;223;-882;-523;-642;688;45;114;687;835;555;-866;503;148;-270;510;"1"
-32;-100;15;-5;-141;-24;12;-107;-56;-19;-131;-127;-11;2;-21;56;7;47;80;34;-119;"3"
-6;-204;-39;-20;-5;182;-19;-217;-15;10;5;77;15;-18;-13;1;18;8;-15;-15;25;"2"
30;-23;16;38;45;47;37;-32;10;8;43;-12;55;37;33;-5;47;8;-15;40;10;"5"
-81;4;-10;-95;10;-79;-93;3;5;-88;61;12;42;-104;-84;10;60;15;-25;-21;85;"5"
12;90;53;37;54;-27;139;124;-16;31;51;16;123;112;11;149;91;147;57;123;-3;"5"
220;-81;-258;228;-8;161;218;-33;267;163;-22;-106;93;226;230;82;21;75;81;184;-61;"1"
-3;-132;-85;18;160;91;-19;-173;-63;-27;249;74;161;-2;16;-115;86;-115;-94;18;282;"1"
87;-82;39;80;-37;19;79;-66;108;58;-32;37;2;89;75;103;-27;83;125;46;5;"3"
91;-16;-17;63;-28;54;11;7;-50;-4;-63;-66;1;34;91;96;-45;96;116;21;-119;"5"
-28;-116;-3;9;31;44;21;-139;-60;11;-12;-20;73;22;-8;57;45;71;8;25;-28;"5"
-94;-51;-22;-80;57;7;-64;-47;-1;-74;55;15;-56;-71;-89;11;-55;6;11;-41;36;"3"
-11;26;-14;-6;37;-21;-1;26;70;-16;32;57;45;-6;-1;29;53;24;30;9;35;"3"
-33;-61;35;-61;-21;-1;-83;-82;-63;44;-7;35;-108;-73;-50;-66;-120;-78;-42;-105;17;"2"
36;-79;103;44;22;-21;51;-53;-3;77;59;124;93;57;38;40;78;9;79;17;90;"5"
47;16;2;65;-2;-87;100;28;34;26;-42;147;48;82;52;56;52;71;47;105;73;"2"
14;137;-121;-159;97;56;-174;73;66;-29;-32;-145;41;-190;-87;145;-51;159;-10;-79;-172;"4"
-53;-48;-73;-67;-81;-93;-86;-35;-87;-108;-86;-80;-59;-76;-60;-97;-93;-102;-85;-83;-141;"4"
-79;-198;-103;-80;52;-41;-68;-207;-93;-107;54;51;-77;-76;-79;-5;-105;0;-16;-48;52;"2"
17;34;-18;6;-21;-11;9;29;34;39;-4;26;21;5;10;8;26;5;-1;8;11;"2"
-44;-14;-14;-37;21;-66;-28;-15;9;-15;4;8;-47;-32;-40;10;-41;2;-5;-20;-3;"3"
139;228;309;106;-392;260;120;224;391;299;-546;-645;340;113;112;269;431;256;205;108;-598;"1"
-33;-36;-12;-59;-4;20;-56;-35;-82;-26;-1;-4;-6;-64;-44;-18;34;-27;-9;-39;-5;"5"
-58;-15;-99;-46;16;-52;-19;-25;0;-73;29;43;-31;-36;-53;21;-23;24;14;1;37;"2"
90;35;103;69;141;63;82;53;70;64;103;64;52;81;73;89;8;101;72;85;95;"5"
21;-17;-43;30;-12;0;26;-21;-19;-4;-3;16;5;25;24;10;-5;14;18;28;13;"3"
7;66;-23;-9;3;-16;-24;60;39;-3;-32;-35;-28;-15;-2;-7;-28;-7;7;-54;-55;"5"
50;-212;-298;-72;98;11;-33;-276;17;-47;20;-86;181;-77;-33;145;61;118;179;-26;-34;"1"
-49;-19;-1;-2;-58;-61;11;-22;-38;-93;-32;19;37;1;-22;-93;-1;-94;-73;-19;1;"5"
-36;77;11;22;-82;23;46;68;94;-65;-77;-57;-21;39;-9;-119;5;-128;-95;29;-75;"4"
-9;-90;-41;4;-18;25;8;-70;26;-30;-29;-24;-19;3;5;-45;-6;-39;-49;9;-44;"2"
-92;-127;-69;-98;-33;-13;-100;-133;-27;-92;-12;41;80;-104;-96;-135;64;-124;-161;-100;15;"2"
-6;22;43;43;53;33;59;38;43;60;-2;-95;-11;46;21;54;-1;57;38;54;-56;"4"
-6;-49;39;8;-40;-60;25;-45;-63;-34;-62;-62;18;18;-4;-16;47;-4;-38;29;-85;"2"
600;-223;-273;687;481;84;427;-222;346;-24;219;-560;-220;585;691;50;-226;93;-211;184;-195;"1"
-26;13;-70;14;26;7;-14;3;49;2;20;-55;-64;10;2;-42;-43;-50;-2;-31;-16;"3"
-35;-55;-142;-61;-76;-42;-58;-27;-70;-101;-6;-73;-48;-68;-54;-31;-30;-43;-45;-29;33;"4"
-127;-25;-25;-162;25;7;-176;-21;9;-53;27;-27;-22;-172;-145;-86;-30;-88;-85;-157;3;"2"
17;99;-9;34;24;-1;82;127;17;-71;15;67;-37;66;6;188;-61;175;160;60;41;"3"
36;390;316;106;-23;-173;152;405;-243;-149;66;265;-231;119;63;278;-367;214;346;133;129;"1"
138;109;-47;-160;207;-874;-964;132;293;-10;148;-296;-379;-491;18;-1075;376;-1303;850;-1256;40;"1"
-5;18;94;-2;79;-62;6;23;-27;65;47;10;-131;-7;0;28;-108;42;11;59;-8;"4"
-16;-40;30;-28;-28;17;-25;-39;18;-21;-8;10;23;-31;-22;-29;23;-35;-31;-18;23;"3"
-86;-4;-63;-76;-5;-18;-77;-8;-87;-103;23;60;40;-80;-81;5;47;7;-5;-55;41;"3"
69;20;38;73;36;29;83;24;44;56;54;72;45;79;78;-6;44;1;-13;72;50;"3"
0;-9;-14;-21;11;-23;-37;-14;-37;18;27;28;9;-29;-9;-14;11;-20;-17;-38;39;"2"
-61;160;57;44;-471;-63;167;271;-51;-3;-141;-163;-300;116;-22;-466;-16;-479;-139;232;-49;"1"
-61;86;-41;-80;-48;-38;-85;78;27;-32;-70;-46;-60;-85;-71;-24;-67;-39;2;-89;-71;"3"
10;11;-28;-2;19;24;-14;14;-30;1;30;49;56;-3;10;-4;33;-5;-9;-21;25;"5"
26;-8;-58;-8;-15;68;26;-21;-58;-1;-36;78;105;11;-3;-41;-26;-22;-117;104;81;"4"
102;-377;3;37;176;-37;-160;-379;216;-11;139;-302;-84;-51;85;296;-29;377;-107;-327;-228;"1"
-18;-5;-46;-42;-30;59;-25;22;6;4;-18;-25;-49;-38;-40;18;-33;11;29;6;10;"5"
-20;9;-27;13;13;-6;-3;-5;19;-85;49;73;-7;5;-14;12;-2;15;-31;-25;53;"3"
67;41;-38;30;49;60;-49;31;-74;-167;-18;28;-67;-8;46;68;-112;79;54;-67;-13;"1"
-245;14;530;-647;-985;443;-632;53;501;114;-1526;-62;443;-743;-440;-1151;404;-767;-821;-106;-1310;"1"
22;60;-57;-4;-31;34;-13;65;18;14;-46;-84;-4;-11;20;-26;24;-13;-20;6;-35;"5"
71;29;-34;31;23;24;5;23;7;29;-16;-40;38;16;51;58;38;45;65;-2;-59;"5"
111;-16;-76;128;263;-59;158;12;43;37;62;-44;-37;142;118;122;-42;148;75;188;-185;"1"
42;-12;-56;22;8;-104;-4;-12;-68;65;7;21;46;4;36;13;38;11;2;-38;15;"2"
6;45;-15;17;-67;-25;8;54;-2;12;-62;-57;-29;12;14;-25;-57;-18;-37;-4;-61;"3"
25;-112;-36;39;15;-45;57;-115;-135;1;33;0;-48;49;36;85;-50;92;73;73;26;"3"
-14;51;38;2;53;23;13;47;-3;-37;46;50;0;11;-1;14;8;14;8;25;47;"3"
199;37;162;222;122;-51;104;41;-261;111;127;55;-219;192;222;-169;-425;-249;7;-107;122;"1"
32;-25;6;-7;-62;-14;-40;-24;-21;-6;-50;-26;-102;-29;2;-62;-112;-62;13;-53;-46;"3"
-63;-46;26;-37;-50;30;-53;-44;16;25;-59;25;-55;-50;-44;42;2;33;17;-41;-13;"5"
-38;97;-9;-146;61;3;-127;91;0;-5;44;-77;-21;-155;-105;-36;-95;-22;-50;-81;-35;"4"
1;-12;1;-11;44;-95;-26;-10;-36;6;45;13;-39;-16;-4;-34;-54;-39;-27;-29;32;"3"
-7;35;-9;-15;-11;21;-24;25;-27;10;-9;-5;-21;-21;-5;18;-5;9;17;5;-13;"2"
18;17;-70;27;-193;-99;42;8;20;-18;-183;-80;3;39;22;-3;-8;25;-38;55;-146;"3"
33;-28;-60;19;-58;52;0;-45;84;-62;-101;8;6;-11;50;66;-22;48;60;-15;-25;"4"
-37;72;6;-26;93;-24;-11;69;-43;-45;86;14;40;-18;-35;2;15;3;-5;-5;60;"2"
-78;-71;-59;-59;-21;-77;-31;-96;-109;-70;-70;-137;-103;-53;-67;-63;-106;-65;-47;20;-95;"4"
60;150;27;57;33;-35;50;138;84;52;33;5;-14;64;59;76;-34;98;46;58;39;"3"
-22;37;0;-31;-49;24;-38;26;1;-50;-54;-56;-23;-35;-25;-9;-18;6;-8;-8;-76;"5"
15;49;-35;-26;-26;-280;-34;-1;-54;-175;-24;-74;-185;-36;-9;-59;-176;-84;-30;-95;-13;"4"
45;-25;69;27;-1;-57;36;-23;12;4;-51;72;18;37;37;42;15;80;-11;45;-6;"5"
17;-49;47;39;32;46;83;-48;-17;20;49;71;0;61;18;-25;-4;-25;-64;99;84;"5"
102;26;-20;103;-15;3;98;20;-28;104;0;-13;-115;100;101;22;-159;25;3;89;1;"2"
